Location,Age,policies_violated,city
Uptown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,Cost,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,Cost,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Uptown,Middle  age,Cost,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,ScaryMcDs,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,Cost,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Uptown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,ScaryMcDs,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,BadFood,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,Cost,Las Vegas
Downtown,Middle  age,Cost,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,BadFood,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Downtown,Middle  age,Filthy,Las Vegas
Uptown,Middle  age,Cost,Las Vegas
Downtown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,BadFood,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,Cost,Las Vegas
Downtown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,SlowService,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,ScaryMcDs,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,OrderProblem,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,SlowService,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,Filthy,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,Filthy,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Downtown,Middle  age,OrderProblem,Las Vegas
Uptown,Middle  age,BadFood,Las Vegas
Uptown,Middle  age,RudeService,Las Vegas
Uptown,Middle  age,Filthy,Las Vegas
Downtown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,SlowService,Dallas
Downtown,Middle  age,Cost,Dallas
Downtown,Middle  age,MissingFood,Dallas
Downtown,Middle  age,OrderProblem,Dallas
Uptown,Middle  age,RudeService,Dallas
Downtown,Middle  age,BadFood,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Uptown,Middle  age,RudeService,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Uptown,Middle  age,Filthy,Dallas
Downtown,Middle  age,Filthy,Dallas
Uptown,Middle  age,RudeService,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,RudeService,Dallas
Downtown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,RudeService,Dallas
Downtown,Middle  age,SlowService,Dallas
Downtown,Middle  age,RudeService,Dallas
Downtown,Middle  age,RudeService,Dallas
Downtown,Middle  age,BadFood,Dallas
Downtown,Middle  age,Filthy,Dallas
Uptown,Middle  age,SlowService,Dallas
Uptown,Middle  age,BadFood,Dallas
Uptown,Middle  age,Filthy,Dallas
Downtown,Middle  age,ScaryMcDs,Dallas
Uptown,Middle  age,ScaryMcDs,Dallas
Uptown,Middle  age,ScaryMcDs,Dallas
Downtown,Middle  age,Filthy,Dallas
Downtown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,SlowService,Dallas
Downtown,Middle  age,SlowService,Dallas
Downtown,Middle  age,ScaryMcDs,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,ScaryMcDs,Dallas
Uptown,Middle  age,ScaryMcDs,Dallas
Uptown,Middle  age,BadFood,Dallas
Downtown,Middle  age,BadFood,Dallas
Uptown,Middle  age,BadFood,Dallas
Downtown,Middle  age,SlowService,Dallas
Uptown,Middle  age,RudeService,Dallas
Uptown,Middle  age,BadFood,Dallas
Uptown,Middle  age,SlowService,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,RudeService,Dallas
Downtown,Middle  age,Cost,Dallas
Downtown,Middle  age,BadFood,Dallas
Downtown,Middle  age,ScaryMcDs,Dallas
Uptown,Middle  age,BadFood,Dallas
Uptown,Middle  age,Cost,Dallas
Uptown,Middle  age,BadFood,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,RudeService,Dallas
Uptown,Middle  age,ScaryMcDs,Dallas
Downtown,Middle  age,BadFood,Dallas
Downtown,Middle  age,ScaryMcDs,Dallas
Downtown,Middle  age,RudeService,Dallas
Downtown,Middle  age,BadFood,Dallas
Uptown,Middle  age,BadFood,Dallas
Downtown,Middle  age,OrderProblem,Dallas
Downtown,Middle  age,RudeService,Dallas
Uptown,Middle  age,RudeService,Dallas
Uptown,Middle  age,MissingFood,Dallas
Downtown,Middle  age,SlowService,Dallas
Downtown,Middle  age,BadFood,Dallas
Uptown,Middle  age,Cost,Dallas
Downtown,Middle  age,SlowService,Dallas
Uptown,Middle  age,Filthy,Dallas
Uptown,Middle  age,RudeService,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Uptown,Middle  age,RudeService,Dallas
Downtown,Middle  age,RudeService,Dallas
Downtown,Middle  age,RudeService,Dallas
Uptown,Middle  age,RudeService,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Uptown,Middle  age,SlowService,Dallas
Uptown,Middle  age,OrderProblem,Dallas
Uptown,Middle  age,RudeService,Dallas
Downtown,Youth,SlowService,Dallas
Downtown,Youth,RudeService,Dallas
Downtown,Youth,OrderProblem,Dallas
Uptown,Youth,Cost,Dallas
Uptown,Youth,MissingFood,Dallas
Uptown,Youth,RudeService,Dallas
Uptown,Youth,SlowService,Dallas
Downtown,Youth,SlowService,Dallas
Downtown,Youth,RudeService,Dallas
Downtown,Youth,SlowService,Dallas
Downtown,Youth,RudeService,Dallas
Downtown,Youth,Filthy,Dallas
Downtown,Youth,ScaryMcDs,Dallas
Uptown,Youth,OrderProblem,Dallas
Uptown,Youth,RudeService,Dallas
Downtown,Youth,Filthy,Portland
Downtown,Youth,BadFood,Portland
Uptown,Youth,RudeService,Portland
Downtown,Youth,ScaryMcDs,Portland
Downtown,Youth,OrderProblem,Portland
Downtown,Youth,OrderProblem,Portland
Uptown,Youth,BadFood,Portland
Uptown,Youth,OrderProblem,Portland
Downtown,Youth,OrderProblem,Portland
Downtown,Youth,BadFood,Portland
Uptown,Youth,RudeService,Portland
Uptown,Youth,Cost,Portland
Downtown,Youth,SlowService,Portland
Downtown,Youth,BadFood,Portland
Downtown,Youth,RudeService,Portland
Downtown,Youth,SlowService,Portland
Downtown,Youth,RudeService,Portland
Uptown,Youth,BadFood,Portland
Downtown,Youth,Filthy,Portland
Downtown,Youth,ScaryMcDs,Portland
Downtown,Youth,OrderProblem,Portland
Downtown,Youth,SlowService,Portland
Uptown,Youth,OrderProblem,Portland
Uptown,Youth,RudeService,Portland
Uptown,Youth,BadFood,Portland
Uptown,Youth,SlowService,Portland
Uptown,Youth,ScaryMcDs,Portland
Uptown,Youth,RudeService,Portland
Uptown,Youth,Filthy,Portland
Uptown,Youth,ScaryMcDs,Portland
Downtown,Youth,BadFood,Portland
Uptown,Youth,RudeService,Portland
Downtown,Youth,RudeService,Portland
Uptown,Youth,SlowService,Portland
Downtown,Youth,RudeService,Portland
Uptown,Youth,RudeService,Portland
Uptown,Youth,BadFood,Portland
Uptown,Youth,SlowService,Portland
Uptown,Youth,SlowService,Portland
Downtown,Youth,BadFood,Portland
Downtown,Youth,OrderProblem,Portland
Uptown,Youth,ScaryMcDs,Portland
Uptown,Youth,RudeService,Portland
Downtown,Youth,BadFood,Portland
Uptown,Youth,BadFood,Portland
Uptown,Youth,BadFood,Portland
Downtown,Youth,OrderProblem,Portland
Uptown,Youth,RudeService,Portland
Downtown,Youth,RudeService,Portland
Downtown,Youth,OrderProblem,Portland
Downtown,Youth,Filthy,Portland
Downtown,Youth,RudeService,Portland
Downtown,Youth,BadFood,Portland
Uptown,Middle  age,Filthy,Portland
Uptown,Middle  age,RudeService,Portland
Downtown,Middle  age,SlowService,Portland
Downtown,Middle  age,OrderProblem,Portland
Uptown,Middle  age,RudeService,Portland
Uptown,Middle  age,OrderProblem,Portland
Downtown,Middle  age,BadFood,Portland
Uptown,Middle  age,RudeService,Portland
Uptown,Middle  age,OrderProblem,Portland
Uptown,Middle  age,BadFood,Portland
Uptown,Middle  age,RudeService,Portland
Downtown,Middle  age,BadFood,Portland
Downtown,Middle  age,BadFood,Portland
Downtown,Middle  age,BadFood,Portland
Downtown,Middle  age,MissingFood,Portland
Uptown,Middle  age,OrderProblem,Portland
Uptown,Middle  age,Cost,Portland
Uptown,Middle  age,BadFood,Portland
Uptown,Middle  age,RudeService,Portland
Downtown,Middle  age,SlowService,Portland
Downtown,Middle  age,ScaryMcDs,Portland
Downtown,Middle  age,RudeService,Portland
Downtown,Middle  age,OrderProblem,Portland
Downtown,Middle  age,Filthy,Portland
Downtown,Middle  age,Cost,Portland
Downtown,Middle  age,Cost,Portland
Uptown,Middle  age,BadFood,Portland
Uptown,Middle  age,RudeService,Portland
Uptown,Middle  age,OrderProblem,Portland
Downtown,Middle  age,BadFood,Portland
Downtown,Middle  age,SlowService,Portland
Downtown,Middle  age,RudeService,Portland
Downtown,Middle  age,Cost,Portland
Downtown,Middle  age,OrderProblem,Portland
Downtown,Middle  age,SlowService,Portland
Downtown,Old age,BadFood,Portland
Downtown,Old age,Cost,Portland
Uptown,Old age,RudeService,Portland
Downtown,Old age,RudeService,Portland
Uptown,Old age,OrderProblem,Portland
Uptown,Old age,BadFood,Portland
Downtown,Old age,RudeService,Portland
Downtown,Old age,Filthy,Portland
Downtown,Old age,RudeService,Portland
Uptown,Old age,RudeService,Portland
Downtown,Old age,OrderProblem,Portland
Downtown,Old age,ScaryMcDs,Portland
Downtown,Old age,ScaryMcDs,Portland
Downtown,Old age,OrderProblem,Portland
Uptown,Old age,OrderProblem,Portland
Uptown,Old age,RudeService,Portland
Uptown,Old age,BadFood,Portland
Downtown,Old age,BadFood,Portland
Downtown,Old age,Filthy,Portland
Downtown,Old age,RudeService,Portland
Uptown,Old age,RudeService,Portland
Downtown,Old age,BadFood,Portland
Uptown,Old age,RudeService,Chicago
Uptown,Old age,RudeService,Chicago
Uptown,Old age,Filthy,Chicago
Uptown,Old age,SlowService,Chicago
Downtown,Old age,RudeService,Chicago
Uptown,Old age,RudeService,Chicago
Uptown,Old age,BadFood,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,ScaryMcDs,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,Filthy,Chicago
Downtown,Old age,Filthy,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,RudeService,Chicago
Uptown,Old age,OrderProblem,Chicago
Downtown,Old age,SlowService,Chicago
Uptown,Old age,OrderProblem,Chicago
Uptown,Old age,RudeService,Chicago
Uptown,Old age,SlowService,Chicago
Uptown,Old age,ScaryMcDs,Chicago
Downtown,Old age,SlowService,Chicago
Uptown,Old age,BadFood,Chicago
Downtown,Old age,BadFood,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,ScaryMcDs,Chicago
Downtown,Old age,BadFood,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Old age,RudeService,Chicago
Uptown,Old age,BadFood,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Old age,Filthy,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,BadFood,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Old age,Cost,Chicago
Downtown,Old age,ScaryMcDs,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,MissingFood,Chicago
Downtown,Old age,Filthy,Chicago
Downtown,Old age,BadFood,Chicago
Downtown,Old age,Cost,Chicago
Downtown,Old age,Filthy,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,MissingFood,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Old age,RudeService,Chicago
Downtown,Old age,BadFood,Chicago
Downtown,Old age,ScaryMcDs,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Old age,OrderProblem,Chicago
Uptown,Old age,ScaryMcDs,Chicago
Uptown,Old age,RudeService,Chicago
Uptown,Old age,ScaryMcDs,Chicago
Uptown,Old age,ScaryMcDs,Chicago
Uptown,Old age,BadFood,Chicago
Uptown,Old age,RudeService,Chicago
Uptown,Old age,ScaryMcDs,Chicago
Downtown,Old age,ScaryMcDs,Chicago
Downtown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,BadFood,Chicago
Downtown,Middle  age,BadFood,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,SlowService,Chicago
Uptown,Youth,Filthy,Chicago
Uptown,Youth,ScaryMcDs,Chicago
Uptown,Youth,SlowService,Chicago
Uptown,Youth,Cost,Chicago
Uptown,Youth,Filthy,Chicago
Uptown,Youth,RudeService,Chicago
Uptown,Youth,ScaryMcDs,Chicago
Uptown,Youth,OrderProblem,Chicago
Uptown,Youth,SlowService,Chicago
Uptown,Youth,RudeService,Chicago
Downtown,Youth,RudeService,Chicago
Uptown,Youth,ScaryMcDs,Chicago
Downtown,Youth,ScaryMcDs,Chicago
Downtown,Youth,BadFood,Chicago
Uptown,Youth,ScaryMcDs,Chicago
Downtown,Youth,SlowService,Chicago
Uptown,Youth,RudeService,Chicago
Uptown,Youth,OrderProblem,Chicago
Downtown,Youth,RudeService,Chicago
Uptown,Youth,Cost,Chicago
Uptown,Youth,SlowService,Chicago
Uptown,Youth,BadFood,Chicago
Uptown,Youth,ScaryMcDs,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,Cost,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,SlowService,Chicago
Uptown,Middle  age,MissingFood,Chicago
Uptown,Middle  age,Cost,Chicago
Downtown,Middle  age,RudeService,Chicago
Uptown,Middle  age,BadFood,Chicago
Uptown,Middle  age,RudeService,Chicago
Uptown,Middle  age,SlowService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,Filthy,Chicago
Uptown,Middle  age,SlowService,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,SlowService,Chicago
Uptown,Middle  age,SlowService,Chicago
Uptown,Middle  age,RudeService,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,BadFood,Chicago
Uptown,Middle  age,RudeService,Chicago
Downtown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,BadFood,Chicago
Downtown,Middle  age,SlowService,Chicago
Uptown,Middle  age,BadFood,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,SlowService,Chicago
Uptown,Middle  age,Filthy,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,BadFood,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,RudeService,Chicago
Uptown,Middle  age,RudeService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,SlowService,Chicago
Uptown,Middle  age,BadFood,Chicago
Uptown,Middle  age,RudeService,Chicago
Uptown,Middle  age,BadFood,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,Cost,Chicago
Uptown,Middle  age,RudeService,Chicago
Downtown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,SlowService,Chicago
Uptown,Middle  age,Filthy,Chicago
Downtown,Middle  age,RudeService,Chicago
Uptown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,SlowService,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,RudeService,Chicago
Uptown,Middle  age,SlowService,Chicago
Uptown,Middle  age,RudeService,Chicago
Uptown,Middle  age,BadFood,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,BadFood,Chicago
Downtown,Middle  age,MissingFood,Chicago
Uptown,Middle  age,RudeService,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,RudeService,Chicago
Downtown,Middle  age,MissingFood,Chicago
Uptown,Middle  age,RudeService,Chicago
Uptown,Middle  age,ScaryMcDs,Chicago
Downtown,Middle  age,BadFood,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,RudeService,Chicago
Uptown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,RudeService,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,Filthy,Chicago
Uptown,Middle  age,SlowService,Chicago
Uptown,Middle  age,RudeService,Chicago
Uptown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,SlowService,Chicago
Downtown,Middle  age,RudeService,Chicago
Uptown,Youth,ScaryMcDs,Chicago
Downtown,Youth,SlowService,Chicago
Downtown,Youth,RudeService,Chicago
Uptown,Youth,RudeService,Chicago
Downtown,Youth,SlowService,Chicago
Downtown,Youth,Filthy,Chicago
Uptown,Youth,RudeService,Chicago
Uptown,Youth,OrderProblem,Chicago
Downtown,Youth,Filthy,Chicago
Downtown,Youth,RudeService,Chicago
Uptown,Youth,BadFood,Chicago
Downtown,Youth,OrderProblem,Chicago
Uptown,Youth,OrderProblem,Chicago
Downtown,Youth,RudeService,Chicago
Downtown,Youth,OrderProblem,Chicago
Downtown,Youth,OrderProblem,Chicago
Uptown,Youth,OrderProblem,Chicago
Downtown,Youth,OrderProblem,Chicago
Uptown,Youth,SlowService,Chicago
Downtown,Youth,RudeService,Chicago
Downtown,Youth,OrderProblem,Chicago
Uptown,Youth,RudeService,Chicago
Uptown,Youth,OrderProblem,Chicago
Uptown,Youth,RudeService,Chicago
Downtown,Youth,OrderProblem,Chicago
Uptown,Youth,OrderProblem,Chicago
Downtown,Youth,SlowService,Chicago
Downtown,Youth,OrderProblem,Chicago
Uptown,Youth,SlowService,Chicago
Uptown,Youth,OrderProblem,Chicago
Uptown,Youth,RudeService,Chicago
Uptown,Youth,OrderProblem,Chicago
Uptown,Youth,BadFood,Chicago
Downtown,Old age,SlowService,Chicago
Downtown,Old age,RudeService,Chicago
Uptown,Old age,Filthy,Chicago
Uptown,Old age,ScaryMcDs,Chicago
Uptown,Old age,BadFood,Chicago
Uptown,Old age,RudeService,Chicago
Downtown,Old age,BadFood,Chicago
Uptown,Old age,Cost,Chicago
Downtown,Old age,OrderProblem,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,SlowService,Chicago
Uptown,Middle  age,OrderProblem,Chicago
Uptown,Middle  age,OrderProblem,Chicago
Downtown,Middle  age,OrderProblem,Chicago
Uptown,Youth,SlowService,Chicago
Uptown,Youth,RudeService,Chicago
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,BadFood,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,SlowService,Cleveland
Uptown,Youth,RudeService,Cleveland
Uptown,Youth,SlowService,Cleveland
Downtown,Youth,RudeService,Cleveland
Uptown,Youth,OrderProblem,Cleveland
Downtown,Youth,SlowService,Cleveland
Downtown,Youth,Filthy,Cleveland
Downtown,Youth,BadFood,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,SlowService,Cleveland
Uptown,Youth,SlowService,Cleveland
Uptown,Youth,OrderProblem,Cleveland
Uptown,Youth,OrderProblem,Cleveland
Downtown,Middle  age,RudeService,Cleveland
Downtown,Middle  age,OrderProblem,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,OrderProblem,Cleveland
Uptown,Youth,SlowService,Cleveland
Uptown,Youth,RudeService,Cleveland
Uptown,Youth,OrderProblem,Cleveland
Uptown,Youth,Filthy,Cleveland
Uptown,Youth,Cost,Cleveland
Downtown,Youth,Filthy,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,OrderProblem,Cleveland
Uptown,Youth,ScaryMcDs,Cleveland
Uptown,Youth,SlowService,Cleveland
Downtown,Youth,SlowService,Cleveland
Downtown,Youth,RudeService,Cleveland
Uptown,Youth,RudeService,Cleveland
Uptown,Youth,OrderProblem,Cleveland
Uptown,Youth,MissingFood,Cleveland
Uptown,Youth,Filthy,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,SlowService,Cleveland
Uptown,Youth,RudeService,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,SlowService,Cleveland
Uptown,Youth,Cost,Cleveland
Uptown,Youth,RudeService,Cleveland
Downtown,Youth,SlowService,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,OrderProblem,Cleveland
Uptown,Youth,RudeService,Cleveland
Downtown,Youth,SlowService,Cleveland
Uptown,Youth,SlowService,Cleveland
Downtown,Youth,SlowService,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,OrderProblem,Cleveland
Uptown,Youth,OrderProblem,Cleveland
Uptown,Youth,MissingFood,Cleveland
Downtown,Youth,RudeService,Cleveland
Uptown,Youth,RudeService,Cleveland
Uptown,Youth,OrderProblem,Cleveland
Downtown,Youth,SlowService,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,MissingFood,Cleveland
Downtown,Youth,RudeService,Cleveland
Uptown,Youth,RudeService,Cleveland
Downtown,Youth,SlowService,Cleveland
Downtown,Youth,RudeService,Cleveland
Downtown,Youth,OrderProblem,Cleveland
Uptown,Youth,SlowService,Cleveland
Uptown,Youth,RudeService,Cleveland
Uptown,Youth,MissingFood,Cleveland
Downtown,Old age,RudeService,Cleveland
Downtown,Old age,SlowService,Cleveland
Downtown,Old age,RudeService,Cleveland
Uptown,Old age,SlowService,Cleveland
Uptown,Old age,OrderProblem,Cleveland
Downtown,Old age,OrderProblem,Cleveland
Downtown,Old age,MissingFood,Cleveland
Downtown,Old age,SlowService,Cleveland
Downtown,Old age,OrderProblem,Cleveland
Uptown,Old age,OrderProblem,Cleveland
Uptown,Old age,RudeService,Cleveland
Uptown,Old age,MissingFood,Cleveland
Downtown,Old age,SlowService,Cleveland
Downtown,Old age,OrderProblem,Cleveland
Downtown,Old age,SlowService,Cleveland
Downtown,Old age,OrderProblem,Cleveland
Uptown,Old age,SlowService,Cleveland
Downtown,Old age,BadFood,Cleveland
Uptown,Old age,SlowService,Cleveland
Downtown,Old age,Filthy,Cleveland
Downtown,Old age,SlowService,Cleveland
Uptown,Old age,OrderProblem,Cleveland
Uptown,Old age,SlowService,Cleveland
Downtown,Old age,Cost,Cleveland
Downtown,Old age,RudeService,Cleveland
Uptown,Old age,SlowService,Cleveland
Uptown,Old age,RudeService,Houston
Downtown,Old age,SlowService,Houston
Downtown,Old age,SlowService,Houston
Downtown,Old age,RudeService,Houston
Uptown,Old age,RudeService,Houston
Downtown,Old age,BadFood,Houston
Downtown,Old age,RudeService,Houston
Uptown,Old age,Filthy,Houston
Uptown,Old age,BadFood,Houston
Downtown,Old age,SlowService,Houston
Uptown,Old age,RudeService,Houston
Uptown,Old age,ScaryMcDs,Houston
Uptown,Old age,MissingFood,Houston
Uptown,Old age,Filthy,Houston
Uptown,Old age,Cost,Houston
Downtown,Old age,MissingFood,Houston
Downtown,Old age,Filthy,Houston
Downtown,Old age,SlowService,Houston
Uptown,Old age,SlowService,Houston
Uptown,Old age,RudeService,Houston
Uptown,Old age,Filthy,Houston
Uptown,Old age,OrderProblem,Houston
Uptown,Old age,BadFood,Houston
Uptown,Middle  age,Filthy,Houston
Downtown,Middle  age,OrderProblem,Houston
Downtown,Middle  age,RudeService,Houston
Uptown,Middle  age,RudeService,Houston
Downtown,Middle  age,OrderProblem,Houston
Downtown,Middle  age,Filthy,Houston
Downtown,Middle  age,SlowService,Houston
Downtown,Middle  age,RudeService,Houston
Downtown,Middle  age,RudeService,Houston
Downtown,Middle  age,OrderProblem,Houston
Uptown,Middle  age,SlowService,Houston
